e_issn,journal_title,license,publisher
2548-2149,Jurnal Manajemen Teori dan Terapan (Journal of Theoretical and Applied Management),CC BY,Universitas Airlangga
2548-219X,Aksiologiya: Jurnal Pengabdian Kepada Masyarakat,CC BY-NC,UMSurabaya Publishing
2548-2254,Pedagogia: Jurnal Pendidikan (Pedagogia),CC BY,Universitas Muhammadiyah Sidoarjo
2548-2297,Symmetry: Pasundan Journal of Research in Mathematics Learning and Education,CC BY,Universitas Pasundan
2548-3013,Jurnal Kimia Valensi,CC BY-SA,Syarif Hidayatullah Jakarta State Islamic University
2548-3102,Al-Falah: Journal of Islamic Economics,CC BY-NC-SA,Institut Agama Islam Negeri (IAIN) Curup
2548-3110,Jurnal Penjaminan Mutu,CC BY,Institut Hindu Dharma Negeri Denppasar
2548-3161,IJAIN (International Journal of Advances in Intelligent Informatics),CC BY-SA,Universitas Ahmad Dahlan
2548-3226,SCHOULID: Indonesian Journal of School Counseling (SCHOULID Journal),CC BY,Indonesian Counselor Association
2548-3269,Journal of Asian Rural Studies (JARS),CC BY-NC,Hasanuddin University
2548-3285,AJIS: Academic Journal of Islamic Studies,CC BY-NC-SA,Institut Agama Islam Negeri (IAIN) Curup
2548-3358,Fokus (Jurnal Kajian Keislaman dan Kemasyarakatan),CC BY-NC-SA,Institut Agama Islam Negeri (IAIN) Curup
2548-3366,Jurnal Dakwah dan Komunikasi,CC BY-NC-SA,Institut Agama Islam Negeri (IAIN) Curup
2548-3382,Al-Istinbath: Jurnal Hukum Islam (Al-Istinbath),CC BY-NC-SA,Institut Agama Islam Negeri (IAIN) Curup
2548-3404,Belajea: Jurnal Pendidikan Islam (Belajea),CC BY-NC-SA,Institut Agama Islam Negeri (IAIN) Curup
2548-3498,COUNS-EDU: The International Journal of Counseling and Education (COUNS-EDU),CC BY,Indonesian Counselor Association (IKI)
2548-3544,al-Uqud: Journal of Islamic Economics,CC BY,Universitas Negeri Surabaya
2548-3811,Jurnal Ners dan Kebidanan (Journal of Ners and Midwifery),CC BY-SA,STIKes Patria Husada Blitar in collaboration with PPNI Kabupaten blitar
2548-3870,Constitutional Review (CONSREV),CC BY-NC-SA,Constitutional Court of the Republic of Indoneisa
2548-4044,Psikoislamedia (Jurnal Psikologi),CC BY-SA,Universitas Islam Negeri Ar-Raniry
2548-415X,Tarbawi: Jurnal Pendidikan Islam (Tarbawi),CC BY,Fakultas Tarbiyah dan Ilmu Keguruan
2548-4176,Ibriez: Jurnal Kependidikan Dasar Islam Berbasis Sains,CC BY-SA,STAIN Ponorogo
2548-4192,"Ideas (Journal on English Language Teaching and Learning, Linguistics and Literature)",CC BY-SA,Program Studi Pendidikan Bahasa Inggris Jurusan Tarbiyah Sekolah Tinggi Agama Islam Negeri (STAIN) Palopo
2548-4281,"JEMMME (Journal of Energy, Mechanical, Material, and Manufacturing Engineering) (JEMMME)",CC BY-NC,University of Muhammadiyah Malang
2548-4311,Jurnal Kajian Bimbingan dan Konseling,CC BY-SA,Universitas Negeri Malang
2548-4338,JRAMB (Jurnal Riset Akuntansi Mercubuana),CC BY-SA,Universitas Mercu Buana Yogyakarta
2548-4346,Jurnal Riset Akuntansi dan Bisnis Airlangga,CC BY-SA,Universitas Airlangga
2548-4583,Bahastra,CC BY-SA,Universitas Ahmad Dahlan
2548-463X,Jurnal Litbang Provinsi Jawa Tengah,CC BY-SA,Badan Perencanaan Pembangunan Penelitian dan Pengembangan Provinsi Jawa Tengah
2548-4664,Indonesia Prime,CC BY,Indonesia Prime
2548-4729,Esensia: Jurnal Ilmu-Ilmu Ushuluddin (Esensia),CC BY-NC-SA,UIN Sunan Kalijaga Yogyakarta
2548-4737,Jurnal Studi Ilmu-ilmu Al-Qur'an dan Hadis,CC BY-NC-ND,"Faculty of Usuluddin and Islamic Thought, State Islamic University (UIN) Sunan Kalijaga"
2548-4753,Religi: Jurnal Studi Agama-Agama,CC BY-SA,"Program Studi Agama-Agama, Universitas Islam Negeri Sunan Kalijaga Yogyakarta"
2548-4761,Jurnal Living Hadis (Living-Hadis),CC BY,Program Studi Ilmu Hadis
2548-477X,Jurnal Sosiologi Agama,CC BY-NC-SA,Universitas Islam Negeri Sunan Kalijaga Yogyakarta
2548-4788,Jurnal Perlindungan Tanaman Indonesia (JPTI),CC BY-SA,Universitas Gadjah Mada
2548-4893,Jurnal Ilmu Sosial (JIS),CC BY-NC-ND,Universitas Diponegoro
2548-4923,Jurnal Administrasi Bisnis (JAB),CC BY-SA,"Department of Business Administration, Diponegoro University"
2548-5024,Ekuitas: Jurnal Ekonomi dan Keuangan,CC BY-SA,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya
2548-5113,Fountain of Informatics Journal,CC BY-NC-SA,University of Darussalam Gontor
2548-527X,AFEBI Economic and Finance Review (AEFR),CC BY,Asosiasi Fakultas Ekonomi & Bisnis Indonesia (AFEBI)
2548-5296,AFEBI Islamic Finance and Economic Review (AIFER),CC BY,Asosiasi Fakultas Ekonomi & Bisnis Indonesia (AFEBI)
2548-5318,AFEBI Management and Business Review,CC BY,Asosiasi Fakultas Ekonomi & Bisnis Indonesia (AFEBI)
2548-5334,Al-Sihah: The Public Health Science Journal,CC BY-NC-SA,Universitas Islam Negeri Alauddin Makassar
2548-5385,"Yinyang: Jurnal Studi Islam, Gender dan Anak (Yinyang)",CC BY-SA,Pusat Studi Gender dan Anak UIN SAIZU Purwokerto
2548-5490,Deiksis: Jurnal Pendidikan Bahasa dan Sastra Indonesia (Deiksis),CC BY-SA,FKIP Unswagati Press
2548-5547,Jurnal Gantang,CC BY-NC-SA,Universitas Maritim Raja Ali Haji
2548-561X,I-Economics: A Research Journal on Islamic Economics (I-Economics),CC BY-SA,Fakultas Ekonomi dan Bisnis Islam
2548-5660,Berkala Kedokteran,CC BY,Universitas Lambung Mangkurat
2548-5695,Jurnal Kesehatan,CC BY-NC,Politeknik Kesehatan Tanjung Karang
2548-5741,AcTion: Aceh Nutrition Journal,CC BY-SA,Jurusan Gizi Politeknik Kesehatan Kemenkes Aceh
2548-5865,Journal of English Language Teaching Fakultas Pendidikan Bahasa dan Seni Program Studi Pendidikan Bahasa Inggris IKIP Mataram (Jo-ELT (Journal of English Language Teaching)),CC BY-SA,"Universitas Pendidikan Mandalika, Faculty of Culture, Management, and Business (UNDIKMA)"
2548-592X,IJNP (Indonesian Journal of Nursing Practices) (IJNP),CC BY,Universitas Muhammadiyah Yogyakarta
2548-6020,Attarbiyah: Journal of Islamic Culture and Education (Attarbiyah: JICE),CC BY-SA,Institut Agama Islam Negeri (IAIN) Salatiga
2548-6225,EduFisika: Jurnal Pendidikan Fisika,CC BY-NC-SA,Program Studi Pendidikan Fisika FKIP Universitas Jambi
2548-6497,IJET (Indonesian Journal of English Teaching),CC BY-SA,Department of English Teacher Education
2548-6543,"JADECS (Journal of Art, Design, Art Education and Culture Studies)",CC BY-SA,Universitas Negeri Malang
2548-6624,Arabi: Journal of Arabic Studies,CC BY-SA,IMLA (Arabic Teacher and Lecturer Association of Indonesia)
2548-6756,Jurnal Educatio FKIP UNMA,CC BY-SA,Universitas Majalengka
2548-6861,Journal of Applied Informatics and Computing (JAIC),CC BY-SA,Politeknik Negeri Batam
2548-6950,Pendas: Jurnal Ilmiah Pendidikan Dasar,CC BY,Universitas Pasundan
2548-6993,Madaniyah: Terciptanya Insan Akademis Berkualitas & Berakhlak Mulia (Madaniyah),CC BY-SA,STIT Pemalang
2548-7132,Berkala Arkeologi (Jurnal Berkala Arkeologi),CC BY-NC-SA,Balai Arkeologi Yogyakarta
2548-7159,Abdimas: Jurnal Pengabdian Masyarakat Universitas Merdeka Malang (JPKM),CC BY-SA,University of Merdeka Malang
2548-7620,"Fikri (Jurnal Kajian Agama, Sosial dan Budaya)",CC BY-SA,Institut Agama Islam Ma'arif NU (IAIMNU) Metro Lampung
2548-7647,Jurnal Komunikasi (JK),CC BY-SA,"Department of Communications, Universitas Islam Indonesia"
2548-768X,UIR Law Review,CC BY-SA,UIR Press
2548-7744,Jurnal Adabiyah,CC BY-NC-SA,Fakultas Adab dan Humaniora
2548-7779,Ilkom Jurnal Ilmiah,CC BY-SA,Fakultas Ilmu Komputer UMI
2548-7787,Jurnal Administrasi Publik (Public Administration Journal),CC BY-NC,Universitas Medan Area
2548-7892,Jurnal Iqra': Kajian Ilmu Pendidikan,CC BY-SA,IAI Ma'arif NUMetro Lampung
2548-7930,Jurnal IPTA,CC BY-SA,Universitas Udayana
2548-7949,Jurnal Ilmu Kesehatan Masyarakat (JIKM),CC BY-NC-SA,"Faculty of Public Health, Sriwijaya University"
2548-818X,Soepra: Jurnal Hukum Kesehatan,CC BY,Soegijapranata Catholic University
2548-821X,Jurnal Pendidikan Edutama,CC BY-SA,IKIP PGRI Bojonegoro
2548-8309,Jurnal Aspikom (Jurnal Ilmu Komunikasi),CC BY-NC,Asosiasi Pendidikan Tinggi Ilmu Komunikasi (ASPIKOM)
2548-8538,Jurnal Kesehatan Komunitas (Journal of Community Health) (KesKom),CC BY-NC-SA,STIKes Hang Tuah Pekanbaru
2548-8600,Journal of ICSAR,CC BY-NC-SA,"Jurusan Pendidikan Luar Biasa, Fakultas Ilmu Pendidikan, Universitas Negeri Malang"
2548-8643,Jurnal Ilmu Komunikasi,CC BY,Universitas Atma Jaya Yogyakarta
2548-9062,Lantanida Journal (LJ),CC BY,Center for Research and Publication UIN Ar-Raniry
2548-9135,Momentum: Physics Education Journal,CC BY,Universitas Kanjuruhan Malang
2548-9259,Jurnal Agro Industri Perkebunan,CC BY-SA,Jurusan Budidaya Tanaman Perkebunan
2548-9364,JEPIN (Jurnal Edukasi dan Penelitian Informatika),CC BY-NC-SA,Universitas Tanjungpura
2548-9488,"Lite: Jurnal Bahasa, Sastra, dan Budaya",CC BY-SA,Universitas Dian Nuswantoro
2548-9496,Komunika,CC BY-SA,Fakultas Dakwah UIN Saizu Purwokerto
2548-9526,Qanun Medika: Jurnal Kedokteran Fakultas Kedokteran Universitas Muhammadiyah Surabaya (Qanun Medika),CC BY,Universitas Muhammadiyah Surabaya
2548-9747,Etnosia (Etnosia: Jurnal Etnografi Indonesia),CC BY-NC,Hasanuddin University
2548-981X,JBN (Jurnal Bedah Nasional),CC BY,Universitas Udayana
2548-9860,Hayula: Indonesian Journal of Multidisciplinary Islamic Studies (Hayula),CC BY,Universitas Negeri Jakarta
2548-9941,At-Taradhi: Jurnal Studi Ekonomi (At-Taradhi),CC BY-NC-SA,Institut Agama Islam Negeri Antasari
2549-001X,Syariah: Jurnal Hukum dan Pemikiran,CC BY,"UIN Antasari Banjarmasin, South Kalimantan"
2549-0125,Jurnal Bidang Pendidikan Dasar,CC BY-SA,Universitas Kanjuruhan Malang
2549-0168,Profetik (Jurnal Komunikasi Profetik),CC BY-NC,Universitas Islam Negeri Sunan Kalijaga Yogyakarta
2549-0176,Jurnal PIKOM (Penelitian Komunikasi dan Pembangunan),CC BY-NC-SA,Balai Besar Pengembangan SDM dan Penelitian Kominfo Medan
2549-0303,International Business and Accounting Research Journal,CC BY,Lembaga Pendidikan Profesional Cendekia Hotel and Business School
2549-0311,Prosiding HIPKIN JATENG,CC BY,Universitas Negeri Semarang
2549-0338,Journal of Curriculum Indonesia,CC BY,Himpunan Pengembang Kurikulum Indonesia Wilayah Jawa Tengah
2549-0354,Indonesian Journal of History Education,CC BY,Universitas Negeri Semarang
2549-0362,Geo-Image Journal (Geo-Image Journal: Spatial-Ecological-Regional),CC BY,Universitas Negeri Semarang
2549-0389,IJIE (Indonesian Journal of Informatics Education) (IJIE),CC BY-SA,Universitas Sebelas Maret
2549-0400,Unnes Civic Education Journal,CC BY,Universitas Negeri Semarang
2549-0419,Sinergi: Jurnal Ilmiah Ilmu Manajemen,CC BY-NC-SA,University of DR Soetomo
2549-0486,Biosfer: Jurnal Biologi dan Pendidikan Biologi,CC BY,Universitas Pasundan
2549-0605,Bioedukasi: Jurnal Pendidikan Biologi,CC BY-SA,Fakultas Keguruan dan Ilmu Pendidikan Universitas Sebelas Maret
2549-063X,Lectura: Jurnal Pendidikan,CC BY-NC-ND,Universitas Lancang Kuning
2549-0648,Share: Jurnal Ekonomi dan Keuangan Islam (Share: Journal of Islamic Economics and Finance),CC BY-SA,Ar-Raniry State Islamic University of Aceh
2549-0680,Udayana Journal of Law and Culture (UJLC),CC BY,Faculty of Law University of Udayana
2549-0745,Forum Ilmu Sosial,CC BY,Universitas Negeri Semarang
2549-0753,Jurnal Wawasan Yuridika,CC BY-SA,Sekolah Tinggi Hukum Bandung
2549-0818,Jurnal Teknik Pertanian Lampung (JTEPLampung),CC BY-SA,Jurusan Teknik Pertanian Universitas Lampung
2549-0907,Yustisia (Yustisia Jurnal Hukum),CC BY,"Faculty  of  Law, Universitas Sebelas Maret"
2549-1040,Jurnal Pendidikan Matematika (JPM),CC BY-NC-SA,Universitas Sriwijaya
2549-1113,Autentik: Jurnal Pengembangan Pendidikan Dasar,CC BY,STKIP PGRI Sumenep
2549-1229,Jurnal Al Bayan: Jurnal Jurusan Pendidikan Bahasa Arab (Jurnal Al Bayan),CC BY-SA,Jurusan Pendidikan Bahasa Arab
2549-1253,Sustinere: Journal of Environment and Sustainability (Sustinere JES),CC BY-SA,"Centre for Science and Technology, IAIN Surakarta"
2549-1334,"Khizanah al-Hikmah (Khizanah al-Hikmah: Jurnal Ilmu Perpustakaan, Informasi dan Kearsipan)",CC BY-NC-SA,Department of Library Science  Program Studi Ilmu Perpustakaan UIN Alauddin
2549-1415,Multilateral: Jurnal Pendidikan Jasmani dan Olahraga,CC BY-SA,Lambung Mangkurat University
2549-1458,Jurnal Pendidikan Matematika dan Sains (JPMS),CC BY-SA,Universitas Negeri Yogyakarta
2549-1466,Polyglot: Jurnal Ilmiah (Polyglot: Scientific Journal),CC BY-SA,Universitas Pelita Harapan
2549-1490,Jurnal Rekayasa Proses,CC BY-SA,Universitas Gadjah Mada
2549-1555,Jurnal Kewirausahaan dan Bisnis,CC BY-NC,Universitas Sebelas Maret
2549-1571,Jurnal Teknik Elektro,CC BY,Universitas Negeri Semarang
2549-1768,Biotik: Jurnal Ilmiah Biologi Teknologi dan Kependidikan,CC BY-SA,Universitas Islam Negeri Ar-Raniry
2549-1776,Jurnal Adabiya,CC BY-SA,"Literature and Humanism Faculty of Ar-Raniry, Islamic State University of Indonesia"
2549-1784,JPP (Jurnal Politik Profetik),CC BY-NC-SA,Department of Political Science Ushuluddin Faculty and Philosophy Alauddin State Islamic University of Makassar
2549-1873,Tafáqquh: Jurnal Penelitian dan Kajian Keislaman (Tafáqquh),CC BY-SA,Institut Agama Islam Bani Fattah Jombang
2549-1989,Wahana Fisika: Jurnal Penelitian Fisika dan Terapannya,CC BY-SA,Universitas Pendidikan Indonesia
2549-2195,Jurnal Pena Indonesia (JPI),CC BY-SA,Universitas Negeri Surabaya
2549-2276,Bali Journal of Anesthesiology,CC BY-NC-SA,Wolters Kluwer Medknow Publications
2549-2284,Oikos: Jurnal Kajian Pendidikan Ekonomi dan Ilmu Ekonomi,CC BY,Universitas Pasundan
2549-2403,Compiler,CC BY,Institut Teknologi Dirgantara Adisutjipto
2549-2454,"LET: Linguistics, Literature and English Teaching Journal",CC BY,English Department of Antasari State Islamic University
2549-2470,Nobel: Journal of Literature and Language Teaching (Nobel),CC BY,Sunan Ampel Press Surabaya
2549-2616,Jurnal Derivat (Jurnal Matematika dan Pendidikan Matematika),CC BY-SA,Universitas PGRI Yogyakarta
2549-2659,Jurnal Teknik Sipil,CC BY-ND,Institut Teknologi Bandung
2549-2748,Indonesian Journal for Health Sciences (IJHS),CC BY-SA,Universitas Muhammadiyah Ponorogo
2549-2764,Berkala Ilmiah Pendidikan Fisika (BIPF),CC BY-NC-ND,Program Studi Pendidikan Fisika FKIP Universitas Lambung Mangkurat
2549-2802,Lisanuna: Jurnal Ilmu Bahasa Arab dan Pembelajarannya (Lisanuna),CC BY-SA,"Ar-Raniry State Islamic University of Aceh, Indonesia"
2549-2888,Jurnal Teknik Mesin,CC BY-NC,Universitas Mercu Buana
2549-2896,Communication in Biomathematical Sciences,CC BY-ND,Indonesian Bio-Mathematical Society
2549-2926,Ta'allum: Jurnal Pendidikan Islam,CC BY-SA,State Institute of Islamic Studies (IAIN) Tulungagung
2549-2942,Agriprima: Journal of Applied Agricultural Sciences,CC BY-SA,Politeknik Negeri Jember
2549-2969,Jurnal Wacana Politik,CC BY,Universitas Padjadjaran
2549-2993,Medical Technology and Public Health Journal,CC BY-SA,Fakultas Kesehatan Universitas Nahdlatul Ulama Surabaya
2549-3019,Jurnal Studia Insania,CC BY-NC,Antasari State Islamic University of Banjarmasin
2549-3094,Jurnal Geografi (Media Informasi Pengembangan dan Profesi Kegeografian),CC BY,Universitas Negeri Semarang
2549-3108,"Simetris: Jurnal Teknik Mesin, Elektro dan Ilmu Komputer",CC BY,Universitas Muria Kudus
2549-3183,Lingua (Jurnal Bahasa dan Sastra),CC BY,Universitas Negeri Semarang
2549-3280,Integrated Journal of Business and Economics (IJBE),CC BY,"Universitas Bangka Belitung, Fakultas Ekonomi"
2549-3388,Al-Bidayah: Jurnal Pendidikan Dasar Islam (Al-Bidayah),CC BY-NC,"Study Program of Education for Islamic Elementary School Teachers (Undergraduate), Faculty of Tarbiyah and Education (FITK), Universitas Islam Negeri (UIN) Sunan Kalijaga Yogyakarta"
